,House,Price,Ubication,Features
20,Casa Venta Juriquilla Cumbres Del Lago,"8,440,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total315 m²', 'Superficie construida440 m²', 'Recámaras3', 'Baños5', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad5 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
21,Casa En Fraccionamiento Privado Colinas De Juriquillaca,"5,800,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total225 m²', 'Superficie construida0 m²', 'Recámaras3', 'Baños4', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos3', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
22,Casa Pre-venta Altozano,"12,950,000","Loma Dorada, Querétaro, QuerétaroVer información de la zona","['Superficie total272 m²', 'Superficie construida409 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
23,Casa En Venta Loma Dorada  Querétaro Cerca De Los Arcos,"12,800,000","Av. La Rica, Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total590 m²', 'Superficie construida360 m²', 'Recámaras5', 'Baños4', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad11 años', 'Ambientes10', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
24,Casa De Una Planta En Venta 1000 Metros De Terreno En Juriquilla Villas Del Mesón,"9,300,000","Cumbres Del Lago, Cumbres Del Lago, Querétaro, Querétaro","['Superficie total1,000 m²', 'Superficie construida350 m²', 'Recámaras3', 'Baños3', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad15 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
25,Casa En Venta Con Jardín De Más De 80 Metros En Cumbres Del Lago Juriquilla,"5,950,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total280 m²', 'Superficie construida254 m²', 'Recámaras3', 'Baños4', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad7 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
26,"El Campanario, Venta. Casa, 4 Recamaras, Alberca, Cuarto De Servicio","5,650,000","Cipreses, Santiago De Querétaro, Cipreses, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
27,Casa En Venta En Colonia Cipreses A 8 Min De Hi - Lex Mexicana (av Peñuelas) 25-2085lp~,"28,600,000","Juan Rulfo 1851, Sonterra Residencial, Querétaro, Querétaro","['Superficie total1,250 m²', 'Superficie construida650 m²', 'Recámaras4', 'Baños6', 'Estacionamientos6', 'Es propiedad en remateNo', 'Antigüedad23 años', 'Bodegas0', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
28,Aprovecha Casa Remato En Fracc. Juan Rulfo Querétaro Posesión Ante Notario Público Ojac-a-505,"1,350,000","Querétaro, Querétaro","['Superficie total110 m²', 'Superficie construida58 m²', 'Recámaras2', 'Baños1', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad24 años', 'Cantidad de pisos2', 'Tipo de casaCasa']"
29,Casa En Venta En Sonterra 2 Habitaciones Y Amenidades 23-5930lp~,"14,500,000","Cumbres del Cimatario, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
30,Casa De Lujo Cumbres De Cimatario Vistas Espectaculares Y En Esquina,"1,450,000","Lago De Chapala 132, Cumbres Del Lago, Juriquilla, Querétaro, México, Cumbres Del Lago, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
31,"Remato Casa En Querétaro, Gran Oportunidad.","1,312,167","Bosques Del Acueducto, Querétaro, QuerétaroVer información de la zona","['Superficie total110 m²', 'Superficie construida180 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad8 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento1 MXN']"
32,"Casa En Venta En Querétaro, De Una Planta, Cerca De Los Arcos","1,550,000","Residencial La Vista, La Vista Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total133 m²', 'Superficie construida87 m²', 'Recámaras2', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad8 años', 'Bodegas0', 'Tipo de casaCasa', 'Mantenimiento800 MXN']"
33,"Casa En Venta En La Vista Residencial, El Refugio Queretaro","10,700,000","Sonterra Residencial, Querétaro, Querétaro","['Superficie total408 m²', 'Superficie construida535 m²', 'Recámaras4', 'Baños4', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
34,"Casa En Venta, A La Entrada De Sonterra , Querétaro","945,000","El Nuevo Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total280 m²', 'Superficie construida280 m²', 'Recámaras4', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateSí', 'Tipo de casaCasa']"
35,"El Nuevo Refugio - Casa De 4 Recamaras Con 1 En Planta Baja, Venta","6,000,000","Prudencia Griffel, La Joya, Querétaro, QuerétaroVer información de la zona","['Superficie total250 m²', 'Superficie construida243.02 m²', 'Recámaras5', 'Baños5', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad1 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
36,C3 Casa En Venta La Joya Queretaro Cesion De Derechos Adjudicatarios,"5,200,000","Lago Patzcuaro 712, Cumbres Del Lago, Querétaro, QuerétaroVer información de la zona","['Superficie total180 m²', 'Superficie construida215 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Mantenimiento1,300 MXN']"
37,C3 Casa En Venta Santa Rosa De Jauregui Juriquilla,"1,900,000","Balcones Del Acueducto, Querétaro, QuerétaroVer información de la zona","['Superficie total153 m²', 'Superficie construida111 m²', 'Recámaras3', 'Baños2', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
38,"Balcones Del Acueducto. Casa, 3 Recamaras, Cuarto De Servicio - Venta","5,450,000","Villas Del Mesón, Querétaro, QuerétaroVer información de la zona","['Superficie total183 m²', 'Superficie construida203 m²', 'Recámaras4', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad1 años', 'Bodegas0', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
39,Rcv Casa Venta  Juriquilla Villas Del Mesón,"1,199,000","Av. Los Portones 1027, Valle de Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total114 m²', 'Superficie construida179 m²', 'Recámaras3', 'Baños2', 'Estacionamientos1', 'Es propiedad en remateSí', 'Antigüedad14 años', 'Ambientes2', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Mantenimiento1 MXN']"
40,"Casa En Venta En Valle De Juriquilla Queretaro, Muy Cerca De Heb A 10 Minutos De Uvm Y Unam","3,400,000","Residencial La Vista, La Vista Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total317 m²', 'Superficie construida305 m²', 'Recámaras4', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes3', 'Bodegas1', 'Cantidad de pisos2', 'OrientaciónNorte', 'Mantenimiento1 MXN']"
41,Casa En Venta En La Vista Residencial El Marques Queretaro,"8,000,000","Juriquilla, Querétaro, Querétaro","['Superficie total325 m²', 'Superficie construida355 m²', 'Recámaras4', 'Baños5', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad13 años', 'Bodegas1', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
42,Casa Venta Juriquilla San Isidro-ziburua,"8,900,000","Corregidora, Querétaro, QuerétaroVer información de la zona","['Superficie total1,000 m²', 'Superficie construida320 m²', 'Recámaras3', 'Baños3', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad21 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
43,Casa En Venta En Paseos Del Bosque,"5,730,000","Cumbres Del Lago, Querétaro, Querétaro","['Superficie total180 m²', 'Superficie construida260 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes4', 'Bodegas1', 'Cantidad de pisos3', 'Tipo de casaCasa', 'OrientaciónOriente', 'Mantenimiento950 MXN']"
44,"Venta. Cumbres Del Lago - Casa Segunda Mano, Cuarto De Tv 3 Recamaras ","4,800,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total145 m²', 'Superficie construida197 m²', 'Recámaras4', 'Baños4', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes5', 'Bodegas1', 'Cantidad de pisos3', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento1,300 MXN']"
45,Preventa! Casa De Una Planta Con Detalles Únicos En Juriquilla!,"2,917,200","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total144 m²', 'Superficie construida213 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
46,"Casa En Venta, Jurica Misiones Juriquilla!","2,550,000","Juriquilla, Querétaro, Querétaro","['Superficie total108 m²', 'Superficie construida113 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad4 años', 'Ambientes6', 'Bodegas0', 'Mantenimiento0 MXN']"
47,Casa En Venta - Grand Juriquilla,"5,250,000","Zakia, Querétaro, QuerétaroVer información de la zona","['Superficie total257 m²', 'Superficie construida220 m²', 'Recámaras3', 'Baños4', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad8 años', 'Bodegas0', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
48,"Casa Libre De Gravamen En Zakia, Con 3 Recamaras Y Sala De Tv","13,500,000","Orion, Santa María Magdalena, Querétaro, QuerétaroVer información de la zona","['Superficie total1,000 m²', 'Superficie construida346 m²', 'Recámaras3', 'Baños4', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos1', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
49,"Casa En Remate Bancario En Querétaro, Qro Mm/","10,240,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total566.4 m²', 'Superficie construida300.57 m²', 'Recámaras3', 'Baños4', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
50,"El Campanario - Casa, Recamara En Planta Baja, Area De Tv. Venta","3,000,000","De Botina 155, Plazas del Sol 2a Sección, Querétaro, QuerétaroVer información de la zona","['Superficie total207 m²', 'Superficie construida110 m²', 'Recámaras2', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes5', 'Bodegas0', 'Mantenimiento0 MXN']"
51,Venta De  Casa En Plazas Del Sol 2da. Secc. Queretaro !!,"2,450,000","Misión De Capistrano 203, Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total110 m²', 'Superficie construida115 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad7 años', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
52,"Casa En Venta, Jurica Misiones Juriquilla! Am","3,300,000","Av. Cardenal 12801, El Refugio Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total82 m²', 'Superficie construida62 m²', 'Recámaras2', 'Baños1', 'Estacionamientos1', 'Es propiedad en remateSí', 'Antigüedad15 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos1', 'Tipo de casaCasa', 'OrientaciónSur', 'Mantenimiento0 MXN']"
53,"Exclusiva Casa En Privada Boutique De Solo 51 Casas Nuevo Refugio, Querétaro! Am","24,900,000","Ansar 1200 - 1500, Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total1,000 m²', 'Superficie construida675 m²', 'Recámaras4', 'Baños6', 'Estacionamientos6', 'Es propiedad en remateNo', 'Antigüedad12 años', 'Bodegas0', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
54,"Nuevo Refugio, En Condominio, Funcional Y Bonita Casa Con Muy Buenos Acabados.","838,600","Monte Pissis 1 - 300, Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total360 m²', 'Superficie construida360 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateSí', 'Antigüedad19 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónPoniente']"
55,"Casa A Estrenar, Acabados De Alta Gama, Todas Las Recámaras Con Baño, Colinas De Juriquilla, Qro. Am","10,240,000","Granito 3200, Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total566 m²', 'Superficie construida300 m²', 'Recámaras3', 'Baños4', 'Estacionamientos6', 'Es propiedad en remateNo', 'Antigüedad14 años', 'Ambientes12', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento1,776 MXN']"
56,Casa En Paseos Del Pedregal Querétaro,"4,990,000","Peñuelas 1515, El Refugio Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total219.41 m²', 'Superficie construida219.41 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónSur', 'Mantenimiento2,500 MXN']"
57,"Casa Para Estrenar, El Refugio, Qro! Recámaras Completas, Opción A Cuarta Recámara Y Roof Garden! Am","4,990,000","Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total154 m²', 'Superficie construida183 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónSur']"
58,Casa Venta Refugio Con Roof Garden (opción Con O Sin Inquilino),"4,990,000","Juriquilla, Querétaro, Querétaro","['Superficie total200 m²', 'Superficie construida200 m²', 'Recámaras3', 'Baños4', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
59,Casa Venta Juriquilla Preserve,"695,000","Av. Euripides 1635, El Refugio, 76146 Santiago De Querétaro, Qro., Mexico, El Refugio Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total100 m²', 'Superficie construida100 m²', 'Recámaras3', 'Baños2', 'Estacionamientos1', 'Es propiedad en remateSí', 'Antigüedad12 años', 'Ambientes4', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento0 MXN']"
60,"Casa De Recuperación Bancaria Adjudicada En Unidad Condominal Santorini, Cond. El Refugio, Querétaro. ¡no Créditos!","4,590,000","Club Campestre, Querétaro, QuerétaroVer información de la zona","['Superficie total186 m²', 'Superficie construida186 m²', 'Recámaras3', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas1', 'Cantidad de pisos3', 'Tipo de casaCasa', 'OrientaciónOriente', 'Mantenimiento590 MXN']"
61,"Venta, Residencial Del Valle. Casa Segunda Mano Con 4 Recamaras","3,580,000","C. Lago Zumpango 191, Cumbres Del Lago, Juriquilla, Juriquilla, Querétaro, Querétaro","['Superficie total130 m²', 'Superficie construida217 m²', 'Recámaras4', 'Baños4', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad4 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
62,"Casa En Cumbres Del Lago, Querétaro, Querétaro. Cl6-bc","3,500,000","Misión de San Jeronimo, Querétaro, QuerétaroVer información de la zona","['Superficie total160 m²', 'Superficie construida240 m²', 'Recámaras4', 'Baños4', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
63,Oportunidad Casa En Mision San Jerónimo - Vista Espectacular A La Cañada,"2,747,400","Altozano el Nuevo Querétaro, Querétaro, QuerétaroVer información de la zona","['Superficie total125 m²', 'Superficie construida114 m²', 'Recámaras3', 'Baños2', 'Estacionamientos1', 'Es propiedad en remateSí', 'Antigüedad2,018 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento1 MXN']"
64,"Preventa - Altozano. Casa De 3 Recamaras, Estudio, Sala De Tv","10,950,000","Av Sta Catarina, Villas Del Mesón, Querétaro, QuerétaroVer información de la zona","['Superficie total600 m²', 'Superficie construida600 m²', 'Recámaras4', 'Baños5', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad23 años', 'Bodegas0', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
65,"-casa En Remate Bancario-villas Del Mesón,  Juriquilla, Qro.-jcbb","7,806,700","Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total385 m²', 'Superficie construida326 m²', 'Recámaras5', 'Baños4', 'Estacionamientos4', 'Es propiedad en remateSí', 'Antigüedad15 años', 'Ambientes3', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
