,House,Price,Ubication,Features
0,"Se Vende Residencia En El Campanario, Club De Golf, Terreno 1,000 M2, De Autor !","26,000,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
1,"Casa En Venta En El Campanario De Diseño De Autor, Estilo Moderno Contemporáneo","26,580,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total587 m²', 'Superficie construida715 m²', 'Recámaras4', 'Baños4', 'Estacionamientos6', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
2,¡espectacular Residencia De Autor En San Francisco Juriquilla!,"12,900,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total667 m²', 'Superficie construida500 m²', 'Recámaras4', 'Baños4', 'Estacionamientos8', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
3,Residencia En Venta En Lomas Del Campanario Terreno: 380 M² Construcción: 480 M²,"13,800,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total380 m²', 'Superficie construida480 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
4,"Casa En Venta En San Pedrito Peñuelas Muy Cerca De La Uteq, Y Pie De La Cuesta","3,150,000","Lomas De San Pedrito, Lomas De San Pedrito Peñuelas, Querétaro, QuerétaroVer información de la zona","['Superficie total225 m²', 'Superficie construida254 m²', 'Recámaras5', 'Baños3', 'Estacionamientos1', 'Propiedad en remateNo', 'Antigüedad15 años', 'Ambientes4', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento0 MXN']"
5,"En Venta Residencia En San Francisco Juriquilla De 1,000 M2 De Super Lujo !","10,800,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total1,000 m²', 'Superficie construida525 m²', 'Recámaras4', 'Baños3', 'Estacionamientos6', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
6,"Casas En Venta En Grand Preserve, 3 Recamaras, Jardín, Family Room, Lujo!","3,200,000","Juriquilla, Querétaro, Querétaro","['Superficie total195 m²', 'Superficie construida163 m²', 'Recámaras3', 'Baños2', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
7,"Vendo Hermosa Residencia De Autor En Altozano, Luxury Y Premium, Dobles Alturas.","9,650,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total305 m²', 'Superficie construida364 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
8,"Residencia En Altozano, Jardín, Doblealtura, Estudio, Cuarto De Servicio, Lujo","8,200,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total251 m²', 'Superficie construida351 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
9,"En Venta Residencia En El Campanario. Terreno 1,250 M2, Ubicada En El Hoyo 1.","29,900,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total1,253 m²', 'Superficie construida762 m²', 'Recámaras4', 'Baños4', 'Estacionamientos6', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
