Unnamed: 0,House,Price,Ubication,Features
36,"Preciosa Residencia En Lomas De Juriquilla, Alberca Privada, Jardín, Esquina,..","6,600,000","Lomas de Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total310 m²', 'Superficie construida420 m²', 'Recámaras3', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
37,"Residencia En Bio Grand Juriquilla, Jardín, Roof Garden, En Esquina, 3  Niveles","5,800,000","Juriquilla, Querétaro, Querétaro","['Superficie total260 m²', 'Superficie construida416 m²', 'Recámaras3', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
38,"Estrena Residencia En Altozano, Luxury.,3 Recamaras, 4.5 Baños, Jardín, Cto Ser","3,944,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total162 m²', 'Superficie construida233 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
39,"Estrena Residencia De Autor En Altozano, 4 Recamaras, 5.5 Baños, 4 Autos, Jardín","6,762,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total202 m²', 'Superficie construida282 m²', 'Recámaras3', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
40,"En Venta Residencia En El Campanario, En Esquina, Junto Al Lago, Hermoso Jardín","16,150,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total531 m²', 'Superficie construida451 m²', 'Recámaras4', 'Baños5', 'Estacionamientos4', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes10', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
41,"En Venta Casa En Centro Sur, Claustros Del Sur, Gran Ubicación, Oportunidad !","15,000,000","Centro Sur, Querétaro, QuerétaroVer información de la zona","['Superficie total721 m²', 'Superficie construida390 m²', 'Recámaras4', 'Baños3', 'Estacionamientos4', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
42,"Se Vende Residencia En El Refugio Con Hermoso Diseño De Autor, Acabados De Lujo.","4,850,000","Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total225 m²', 'Superficie construida355 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
43,Residencia En Loma Dorada Con Increible Vista Panorámica A Los Arcos De Qro..,"3,590,000","Loma Dorada, Querétaro, QuerétaroVer información de la zona","['Superficie total144 m²', 'Superficie construida161 m²', 'Recámaras3', 'Baños2', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
44,"Exclusiva Residencia En Lomas Del Campanario, Diseño Contemporáneo De Autor","18,000,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total350 m²', 'Superficie construida455 m²', 'Recámaras3', 'Baños3', 'Estacionamientos5', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
45,Casa En Venta Loma Dorada Querétaro,"9,700,000","Loma Dorada, Querétaro, QuerétaroVer información de la zona","['Superficie total280 m²', 'Superficie construida315 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
46,"Venta Casa Con Espectacular Vista Loma Dorada , Queretaro","6,700,000","Loma Dorada, Querétaro, QuerétaroVer información de la zona","['Superficie total358 m²', 'Superficie construida331 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad26 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
47,Casa En Venta En Claustros Del Parque,"8,600,000","Casa En Venta En Claustros Del Parque, Claustros Del Parque, Querétaro, QuerétaroVer información de la zona","['Superficie total460 m²', 'Superficie construida330 m²', 'Recámaras3', 'Baños5', 'Estacionamientos4', 'Propiedad en remateNo', 'Antigüedad30 años', 'Ambientes10', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
48,Venta De Casa En El Pedregal De Querétaro,"11,000,000","Pedernal Sn, El Pedregal De Querétaro, Querétaro, QuerétaroVer información de la zona","['Superficie total510 m²', 'Superficie construida0 m²', 'Recámaras5', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
49,"Casa En Venta, Balcones De Juriquilla","16,500,000","Balcones De Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total592.48 m²', 'Superficie construida500 m²', 'Recámaras3', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad29 años', 'Ambientes0', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
50,"Real De Juriquilla - Casa Con Cuarto De Servicio, 4 Recamaras, Estudio. Venta | Mg","13,500,000","Real De Juriquilla, Juriquilla, Real De Juriquilla, Querétaro, Querétaro","['Superficie total404 m²', 'Superficie construida398 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Mantenimiento0 MXN']"
51,Rcv Casa Venta El Refugio,"5,650,000","Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
52,Casa De Oportinidad Condesa Juriquilla,"4,750,000","Cumbres Del Lago, Querétaro, QuerétaroVer información de la zona","['Superficie total300 m²', 'Superficie construida245 m²', 'Recámaras4', 'Baños5', 'Estacionamientos3', 'Propiedad en remateNo']"
53,Amplia Y Acogedora  Casa En Renta-venta En Lomas De Juriquilla,"5,650,000","Lomas De Juriquilla, Lomas de Juriquilla, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
54,"Casa, Estudio, Cuarto De Servicio, 3 Recamaras. Juriquilla - Venta","4,957,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total255 m²', 'Superficie construida370 m²', 'Recámaras5', 'Baños5', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad9 años', 'Ambientes10', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
55,"Venta. Quintas Del Marqués - Casa, Cuarto De Servicio, Estudio","6,300,000","Quintas Del Marques, Querétaro, QuerétaroVer información de la zona","['Superficie total185 m²', 'Superficie construida251 m²', 'Recámaras4', 'Baños3', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad10 años', 'Ambientes8', 'Bodegas0', 'Mantenimiento0 MXN']"
56,Casa De Segunda Mano Con Sala De Tv Y 3 Recamaras - El Refugio. Venta,"9,500,000","Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total280 m²', 'Superficie construida0 m²', 'Recámaras3', 'Baños0', 'Estacionamientos4', 'Propiedad en remateNo', 'Antigüedad8 años', 'Ambientes0', 'Bodegas1', 'Cantidad de pisos3', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
57,"Venta. Quintas Del Marques - Casa, 4 Recamaras, Cuarto De Servicio","4,250,000","Quintas Del Marques, Querétaro, QuerétaroVer información de la zona","['Superficie total500 m²', 'Superficie construida520 m²', 'Recámaras3', 'Baños5', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad24 años', 'Bodegas1', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
58,"Casa, Sala De Tv, Cuarto De Servicio, 3 Recamaras. Juriquilla - Venta","2,800,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total162 m²', 'Superficie construida210 m²', 'Recámaras3', 'Baños4', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad34 años', 'Bodegas1', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
59,El Refugio Casa Nueva En Venta Qh1729,"11,000,000","Ojo De Agua 1552, El Refugio, 76146 El Refugio, Qro., Mexico, Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total125 m²', 'Superficie construida108 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad9 años', 'Bodegas1', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
60,"Venta Casas, Villas Del Mesón, Juriquilla. Qro76 $10 Mdp","13,900,000","Villas Del Mesón, Querétaro, QuerétaroVer información de la zona","['Superficie total324 m²', 'Superficie construida444 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad15 años', 'Bodegas1', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
61,"Casa En Venta Lomas De Juriquilla, Querétaro","3,927,500","Lomas de Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total880 m²', 'Superficie construida387 m²', 'Recámaras3', 'Baños5', 'Estacionamientos8', 'Propiedad en remateNo', 'Antigüedad8 años', 'Bodegas0', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
62,"Casa En Venta En Club De Raquet Junto A Hacienda El Salitre, Querétaro","10,300,000","Club De Raquet Hacienda El Salitre, Jurica, Querétaro, QuerétaroVer información de la zona","['Superficie total130 m²', 'Superficie construida160 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad1 años', 'Ambientes6', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónOriente', 'Mantenimiento0 MXN']"
63,Casa En Carretas Centrica Zona Exclusiva En Qro.,"6,700,000","Carretas, Querétaro, QuerétaroVer información de la zona","['Superficie total450 m²', 'Superficie construida450 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad11 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
64,Residencia Exclusiva En Real De Juriquilla: Diseño De Autor,"3,500,000","Real De Juriquilla, Querétaro, Querétaro","['Superficie total250 m²', 'Superficie construida300 m²', 'Recámaras4', 'Baños5', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes10', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
65,"Venta. Casa Con Cuarto De Servicio, 3 Recámaras, Alberca - Balcones De Juriquilla | Av","4,750,000","Cto. Balcones, Manzanares, El Salitre, Balcones De Juriquilla, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
66,"En Venta Residencia De Autor En El Campanario, Diseño De Autor, De Lujo !","6,350,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total509 m²', 'Superficie construida180 m²', 'Recámaras3', 'Baños2', 'Estacionamientos0', 'Propiedad en remateNo', 'Antigüedad10 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
67,"Hermosa Residencia En Venta En Lomas Del Campanario, Terreno Excedente, De Lujo!","3,350,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total300 m²', 'Superficie construida300 m²', 'Recámaras4', 'Baños3', 'Estacionamientos4', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
68,,"17,900,000",,"['no disponible', 'no disponible']"
69,,"7,500,000",,"['no disponible', 'no disponible']"
70,,"6,400,000",,"['no disponible', 'no disponible']"
71,,"20,500,000",,"['Superficie total300 m²', 'Superficie construida325 m²', 'Recámaras3', 'Baños2', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
72,,"25,900,000",,"['Superficie total1,250 m²', 'Superficie construida560 m²', 'Recámaras3', 'Baños5', 'Estacionamientos11', 'Propiedad en remateNo']"
73,,"11,500,000",,"['Superficie total751 m²', 'Superficie construida604 m²', 'Recámaras5', 'Baños5', 'Estacionamientos4', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes11', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
74,,,,"['Superficie total320 m²', 'Superficie construida340 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
0,"Se Vende Residencia En El Campanario, Club De Golf, Terreno 1,000 M2, De Autor !","26,000,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
1,"Casa En Venta En El Campanario De Diseño De Autor, Estilo Moderno Contemporáneo","26,580,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total587 m²', 'Superficie construida715 m²', 'Recámaras4', 'Baños4', 'Estacionamientos6', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
2,¡espectacular Residencia De Autor En San Francisco Juriquilla!,"12,900,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total667 m²', 'Superficie construida500 m²', 'Recámaras4', 'Baños4', 'Estacionamientos8', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
3,Residencia En Venta En Lomas Del Campanario Terreno: 380 M² Construcción: 480 M²,"13,800,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total380 m²', 'Superficie construida480 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
4,"Casa En Venta En San Pedrito Peñuelas Muy Cerca De La Uteq, Y Pie De La Cuesta","3,150,000","Lomas De San Pedrito, Lomas De San Pedrito Peñuelas, Querétaro, QuerétaroVer información de la zona","['Superficie total225 m²', 'Superficie construida254 m²', 'Recámaras5', 'Baños3', 'Estacionamientos1', 'Propiedad en remateNo', 'Antigüedad15 años', 'Ambientes4', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento0 MXN']"
5,"En Venta Residencia En San Francisco Juriquilla De 1,000 M2 De Super Lujo !","10,800,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total1,000 m²', 'Superficie construida525 m²', 'Recámaras4', 'Baños3', 'Estacionamientos6', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
6,"Casas En Venta En Grand Preserve, 3 Recamaras, Jardín, Family Room, Lujo!","3,200,000","Juriquilla, Querétaro, Querétaro","['Superficie total195 m²', 'Superficie construida163 m²', 'Recámaras3', 'Baños2', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
7,"Vendo Hermosa Residencia De Autor En Altozano, Luxury Y Premium, Dobles Alturas.","9,650,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total305 m²', 'Superficie construida364 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
8,"Residencia En Altozano, Jardín, Doblealtura, Estudio, Cuarto De Servicio, Lujo","8,200,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total251 m²', 'Superficie construida351 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
9,"En Venta Residencia En El Campanario. Terreno 1,250 M2, Ubicada En El Hoyo 1.","29,900,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total1,253 m²', 'Superficie construida762 m²', 'Recámaras4', 'Baños4', 'Estacionamientos6', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
10,"Hermosa Residencia En Centro Sur, Jardín, Cto Serv, 4 Recamaras, 3 Niveles","5,350,000","Centro Sur, Querétaro, QuerétaroVer información de la zona","['Superficie total180 m²', 'Superficie construida295 m²', 'Recámaras4', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
11,"Se Vende Casa En Arboledas, T.398 M2, 6 Habitaciones, 5 Baños, 4 Estacionamiento","5,300,000","Arboledas, Querétaro, QuerétaroVer información de la zona","['Superficie total398 m²', 'Superficie construida350 m²', 'Recámaras6', 'Baños5', 'Estacionamientos4', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes11', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
12,"Residencia En Venta En Club Campestre, Querétaro, Terreno 808 M2, Gran Jardín","17,000,000","Club Campestre De Querétaro, Querétaro, QuerétaroVer información de la zona","['Superficie total808 m²', 'Superficie construida507 m²', 'Recámaras4', 'Baños4', 'Estacionamientos9', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
13,Casa En Venta,"849,000","Cerro De La Chata Privada Juriquilla, Juriquilla, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
14,Casa En Venta En El Refugio,"4,700,000","El Refugio, Querétaro, México, El Refugio Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total300 m²', 'Superficie construida154 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Propiedad en remateNo']"
15,Vendo Casa Adjudicada  En Juriquilla Queretaro  Lho,"3,820,210","Av Cumbres De Juriquilla 1047, Juriquilla, Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total126 m²', 'Superficie construida186 m²', 'Recámaras4', 'Baños3', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos7', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
16,"Casa En Venta, En El Refugio Querétaro.","2,003,000","Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total180 m²', 'Superficie construida160 m²', 'Recámaras3', 'Baños4', 'Estacionamientos2', 'Propiedad en remateSí', 'Antigüedad15 años', 'Ambientes5', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónSur']"
17,"Casa Con Estudio, Cuarto De Servicio, 4 Recamaras - Real De Juriquilla, Venta | Ml","3,180,000","Real De Juriquilla, Juriquilla, Real De Juriquilla, Querétaro, Querétaro","['Superficie total218 m²', 'Superficie construida137 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad9 años', 'Ambientes6', 'Bodegas0', 'Mantenimiento0 MXN']"
18,"Estrena Casa En Juriquilla, San Isidro,  3 Recamaras, Alberca, 2.5 Baños, Lujo!","4,550,000","Juriquilla, Querétaro, Querétaro","['Superficie total300 m²', 'Superficie construida245 m²', 'Recámaras4', 'Baños5', 'Estacionamientos3', 'Propiedad en remateNo']"
19,"Casa Con 2 Estudios, Roof Garden, 3 Recamaras. El Refugio - Venta | Io","3,000,000","El Refugio, Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total110 m²', 'Superficie construida132 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
20,"Casa, Estudio, Cuarto De Servicio, 3 Recamaras - Venta, Juriquilla","5,800,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
21,"Casa A Pie De Calle, 4 Recamaras 1 En Planta Baja - El Refugio, Venta","3,274,000","Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total135 m²', 'Superficie construida182 m²', 'Recámaras3', 'Baños4', 'Estacionamientos2', 'Propiedad en remateNo', 'Tipo de casaCasa']"
22,Cumbres Del Lago Casa De 3 Recamaras En Venta Icom3562,"9,500,000","Cumbres Del Lago, Querétaro, Querétaro","['Superficie total500 m²', 'Superficie construida520 m²', 'Recámaras3', 'Baños5', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad24 años', 'Bodegas1', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
23,El Refugio Casa Nueva De 2 Recamaras En Venta Icom2445,"4,450,000","Fray Junípero Serra, Querétaro, QuerétaroVer información de la zona","['Superficie total250 m²', 'Superficie construida250 m²', 'Recámaras4', 'Baños4', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad8 años', 'Bodegas1', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
24,Casa De Segunda Mano En El Refugio: Espacio Y Comodidad  24-374lp~,"5,250,000","Querétaro, QuerétaroVer información de la zona","['Superficie total257 m²', 'Superficie construida220 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad8 años', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
25,Casa Nueva En Venta En Lomas Del Campanario Norte,"3,255,315","Casa Nueva En Venta En Lomas Del Campanario Norte, Querétaro, QuerétaroVer información de la zona","['Superficie total150 m²', 'Superficie construida158 m²', 'Recámaras2', 'Baños2', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad2 años', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
26,Casa En Venta Lomas De Juriquilla Queretaro Gps,"2,850,000","Lomas de Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total108 m²', 'Superficie construida142 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad6 años', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Mantenimiento1,200 MXN']"
27,"Venta De Casa En Rio, Altozano","11,500,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total345 m²', 'Superficie construida0 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
28,Venta O Renta De Casa En Privada Jurica,"6,700,000","Jurica, Querétaro, QuerétaroVer información de la zona","['Superficie total250 m²', 'Superficie construida285 m²', 'Recámaras3', 'Baños4', 'Estacionamientos3', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
29,"Residencia De Clase Mundial En Loma Dorada, Querétaro","18,650,000","Loma Dorada, Querétaro, QuerétaroVer información de la zona","['Superficie total564 m²', 'Superficie construida469 m²', 'Recámaras2', 'Baños3', 'Estacionamientos4', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Mantenimiento0 MXN']"
30,Casa Venta Jurica Queretaro,"10,500,000","Jurica, Querétaro, QuerétaroVer información de la zona","['Superficie total408 m²', 'Superficie construida391 m²', 'Recámaras4', 'Baños4', 'Estacionamientos2', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Mantenimiento0 MXN']"
31,Casa Nueva En Venta 4 Recamaras 1 En Planta Baja Preserve Juriquilla Queretaro,"30,000,000","Juriquilla, Querétaro, Querétaro","['Superficie total2,500 m²', 'Superficie construida2,300 m²', 'Recámaras4', 'Baños9', 'Estacionamientos10', 'Propiedad en remateNo', 'Antigüedad0 años', 'Ambientes13', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
32,Linda Casa En Venta En Juriquilla Con Alberca Y Celdas Solares.,"42,800,000","Villas Del Mesón, Querétaro, QuerétaroVer información de la zona","['Superficie total2,542 m²', 'Superficie construida1,200 m²', 'Recámaras4', 'Baños4', 'Estacionamientos8', 'Propiedad en remateNo', 'Antigüedad25 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
33,"Se Vende Preciosa Residencia En Huertas La Joya, Terreno De 1,500 M2, Única !!!","11,500,000","Campestre Huertas la Joya, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
34,Casa En Venta En Fraccionamiento El Campanario,"5,250,000","Sacristia 1, Querétaro, QuerétaroVer información de la zona","['Superficie total250 m²', 'Superficie construida250 m²', 'Recámaras4', 'Baños4', 'Estacionamientos4', 'Propiedad en remateNo', 'Antigüedad2 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
