,House,Price,Ubication,Features
10,"Estrena Casa En El Refugio, 3 Niveles, Gran Ubicación, Seguridad, 3 Recamaras","3,750,000","Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total123 m²', 'Superficie construida223 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
11,"Casa En Venta En El Refugio, 3 Recámaras, 2.5 Baños, Alberca, Seguridad, Lujo!","3,690,000","Residencial El Refugio, Querétaro, QuerétaroVer información de la zona","['Superficie total128 m²', 'Superficie construida166 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
12,Casa Con Roof Garden En Venta En Sonterra,"2,385,000","Fracc. Sonterra, Querétaro, Querétaro","['Superficie total107 m²', 'Superficie construida163 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad6 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos3', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
13,Casa Venta Ciudad Maderas Queretaro,"3,300,000","El Marqués Queretano, Querétaro, QuerétaroVer información de la zona","['Superficie total108 m²', 'Superficie construida92 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
14,Casa En Venta Cerro De La Soledad Candiles Queretaro/ Recuperacion Bancaria Laab1,"522,000","C. Cerro De La Soledad 39, Candiles, Querétaro, QuerétaroVer información de la zona","['Superficie total110 m²', 'Superficie construida180 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes1', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
15,Casa Venta San Isidro Juriquilla Queretaro,"3,300,000","Juriquilla, Querétaro, Querétaro","['Superficie total128 m²', 'Superficie construida118 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
16,"Casa En Venta Lago Yalahan Cumbres Del Lago Juriquilla, Queretaro/ Recuperacion Bancaria Laab1","1,413,200","Lago Yalahan 237, Cumbres Del Lago, Querétaro, QuerétaroVer información de la zona","['Superficie total250 m²', 'Superficie construida320 m²', 'Recámaras4', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes1', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
17,Vivir Con Altura- El Campanario,"26,500,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total725 m²', 'Superficie construida564 m²', 'Recámaras4', 'Baños5', 'Estacionamientos7', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes10', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
18,Estrena Casa De Autor- La Vista Residencial,"7,750,000","La Vista Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total183 m²', 'Superficie construida250 m²', 'Recámaras3', 'Baños4', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
19,Residencia De Autor Con Acabados Premium- Altozano,"21,800,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total556 m²', 'Superficie construida522 m²', 'Recámaras4', 'Baños5', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes10', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
20,Vivir Con Altura- Altozano,"12,600,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total303 m²', 'Superficie construida372 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad4 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
21,Ambiente Tranquilo- La Vista Residencial,"4,950,000","La Vista Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total180 m²', 'Superficie construida215 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
22,Amplio Jardín- La Condesa Juriquilla,"5,772,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total225 m²', 'Superficie construida248 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
23,Un Nuevo Estilo De Vida- Altozano,"11,790,000","Paseos Del Pedregal, Querétaro, QuerétaroVer información de la zona","['Superficie total264 m²', 'Superficie construida343 m²', 'Recámaras4', 'Baños5', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes10', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
24,Vive En Plenitud- La Vista Residencial,"9,300,000","La Vista Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total246 m²', 'Superficie construida374 m²', 'Recámaras4', 'Baños6', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes11', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
25,Casa En Venta A 2 Minutos De Av. Bernardo Quintana Y Av. Univesidad,"3,850,000","Calesa 2a Sección, Querétaro, QuerétaroVer información de la zona","['Superficie total160 m²', 'Superficie construida188 m²', 'Recámaras4', 'Baños2', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad36 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
26,Casa En Venta En Los Robles Zibatá Ii (casa Encino),"4,750,000","Casa En Venta En Los Robles Zibatá Ii (casa Encino), Querétaro, Querétaro","['Superficie total182 m²', 'Superficie construida0 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos3', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
27,"Venta Casa ,900 M2, Alamos 1a Sec, Querétaro","17,950,000","Álamos 1a Sección, Querétaro, QuerétaroVer información de la zona","['Superficie total538 m²', 'Superficie construida900 m²', 'Recámaras4', 'Baños5', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad14 años', 'Ambientes12', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
28,Villa Capri Cumbres Del Lago Juriquilla Magnifica Casa En Venta,"4,975,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total264 m²', 'Superficie construida239 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
29,"Impecable Casa Tipo Colonial Con Alberca En Venta, En Jurica Queretaro","18,950,000","Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total2,200 m²', 'Superficie construida750 m²', 'Recámaras4', 'Baños4', 'Estacionamientos10', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
30,Casa En Venta En Cumbres Del Lago Juriquilla (nueva).,"7,800,000","Casa En Venta En Cumbres Del Lago Juriquilla (nueva)., Cumbres Del Lago, Querétaro, Querétaro","['Superficie total480 m²', 'Superficie construida0 m²', 'Recámaras4', 'Baños4', 'Estacionamientos6', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes4', 'Bodegas1', 'Cantidad de pisos3', 'Tipo de casaCasa', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento600 MXN']"
31,Casa En Venta En Altozano,"21,800,000","Casa En Venta En Altozano, Querétaro, QuerétaroVer información de la zona","['Superficie total556 m²', 'Superficie construida0 m²', 'Recámaras4', 'Baños4', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas1', 'Cantidad de pisos0', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
32,Casa En Venta En La Vista Residencial,"12,390,000","Casa En Venta En La Vista Residencial, La Vista Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total405 m²', 'Superficie construida0 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
33,Lujosa Y Moderna Casa En Venta Con Recámara En Planta Baja En El Campanario Quer,"42,500,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total1,500 m²', 'Superficie construida1 m²', 'Recámaras4', 'Baños4', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad13 años', 'Ambientes9', 'Bodegas0', 'Mantenimiento0 MXN']"
34,Casa En Venta En Altozano En Condominio Fogata,"11,790,000","Casa En Venta En Altozano En Condominio Fogata, Querétaro, QuerétaroVer información de la zona","['Superficie total343 m²', 'Superficie construida0 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
35,Paseo San Junipero Privada Serra Casa En Venta Equipada Hermosa!!,"3,000,000","Fray Junípero Serra, Querétaro, QuerétaroVer información de la zona","['Superficie total185 m²', 'Superficie construida134 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad5 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento1,400 MXN']"
36,Casa En Venta En Los Robles Zibatá Ii (casa Olivo),"4,900,000","Casa En Venta En Los Robles Zibatá Ii (casa Olivo), Querétaro, Querétaro","['Superficie total189 m²', 'Superficie construida0 m²', 'Recámaras4', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos3', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
37,Lujosa Y Moderna Casa En Venta Con Recámara En Planta Baja En El Campanario Quer,"42,500,000","El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total1,500 m²', 'Superficie construida1 m²', 'Recámaras4', 'Baños4', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad13 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
38,Cumbres Del Lago Hermosa Casa En Venta,"5,550,000","Cumbres Del Lago, Querétaro, QuerétaroVer información de la zona","['Superficie total312 m²', 'Superficie construida323 m²', 'Recámaras3', 'Baños4', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
39,Casa Nueva En Venta,"5,900,000","Corregidora, Querétaro, QuerétaroVer información de la zona","['Superficie total200 m²', 'Superficie construida297 m²', 'Recámaras3', 'Baños2', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
40,Casa En Venta En Centro Queretaro Gis 25-704,"22,000,000","Casa En Venta En Centro Queretaro Gis 25-704, Querétaro, QuerétaroVer información de la zona","['Superficie total751 m²', 'Superficie construida751 m²', 'Recámaras5', 'Baños4', 'Estacionamientos7', 'Es propiedad en remateNo', 'Antigüedad53 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
41,Casa De Dos Pisos En Desnivel En Venta Milenio !,"3,400,000","Cuesta Bonita, Querétaro, QuerétaroVer información de la zona","['Superficie total187 m²', 'Superficie construida240 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad8 años', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
42,Casa En Venta En Condesa Qro. Juriquilla Con Arquitectura De Diseño En Esquina.,"5,650,000","La Condesa, Querétaro, QuerétaroVer información de la zona","['Superficie total285 m²', 'Superficie construida317 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad9 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
43,"Casa En Venta En Condominio El Refugio, Queretaro (bas)","3,300,000","Paso De Los Toros 1481, El Refugio, Santiago De Querétaro, El Refugio Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total178 m²', 'Superficie construida178 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad5 años', 'Ambientes0', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónSur', 'Mantenimiento2,000 MXN']"
44,"Casa En Remate Bancario - Lomas De Carretas Santiago De Querétaro, Queretaro. Eo/-","3,300,000","Sendero De La Espuela 27, Lomas De Carretas, Querétaro, QuerétaroVer información de la zona","['Superficie total130 m²', 'Superficie construida240 m²', 'Recámaras4', 'Baños4', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad15 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento2 MXN']"
45,"Venta Casa, 330 M2,  3 Recamaras Cumbres Del Lago, Querétaro","4,999,999","Cumbres Del Lago, Querétaro, Querétaro","['Superficie total300 m²', 'Superficie construida330 m²', 'Recámaras3', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad6 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
46,Casa En Venta En Parque Cimataro Queretaro Oportunidad De Inversion Dc,"974,000","Parque Cimatario, El Garambullo, Querétaro, QuerétaroVer información de la zona","['Superficie total102 m²', 'Superficie construida102 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad18 años', 'Ambientes4', 'Bodegas0', 'Cantidad de pisos1', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento1 MXN']"
47,Linda Y Cómoda Casa Oportunidad El Garambullo Santiago De Querétaro Querétaro México Ojac-01,"974,001","Garambullo, Valle De Santiago, Santiago De Querétaro, Santiago, Querétaro, QuerétaroVer información de la zona","['Superficie total102 m²', 'Superficie construida102 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad18 años', 'Ambientes4', 'Bodegas0', 'Cantidad de pisos1', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento1 MXN']"
48,"¡¡jb-hermosa Casa En Cumbres Del Lago Queretaro, Unica Oportunidad De Remate!!","849,000","Lago Chacamax 110, Cumbres Del Lago, Juriquilla, Cumbres Del Lago, Querétaro, QuerétaroVer información de la zona","['Superficie total360 m²', 'Superficie construida360 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateSí', 'Antigüedad7 años', 'Ambientes5', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento1,000 MXN']"
49,"¡¡jb-hermosa Casa En Cumbres Del Lago Queretaro, Unica Oportunidad De Remate!!","849,000","Lago Yalahan 240, Cumbres Del Lago, Juriquilla, Cumbres Del Lago, Querétaro, QuerétaroVer información de la zona","['Superficie total340 m²', 'Superficie construida340 m²', 'Recámaras4', 'Baños4', 'Estacionamientos4', 'Es propiedad en remateSí', 'Antigüedad7 años', 'Ambientes5', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento1,000 MXN']"
50,"¡¡jb-hermosa Propiedad En Cumbres Del Lago Queretaro, Grandiosa Oportunidad De Remate!!","849,000","Lago Yalahan 198, Cumbres Del Lago, Juriquilla, Cumbres Del Lago, Querétaro, QuerétaroVer información de la zona","['Superficie total360 m²', 'Superficie construida360 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad7 años', 'Ambientes5', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento1,000 MXN']"
51,"¡¡jb-hermosa Propiedad En Villas Del Meson Queretaro, Grandiosa Oportunidad De Remate!!","849,000","De La Mesa 205, Villas Del Mesón, Juriquilla, Villas Del Mesón, Querétaro, QuerétaroVer información de la zona","['Superficie total300 m²', 'Superficie construida300 m²', 'Recámaras4', 'Baños3', 'Estacionamientos3', 'Es propiedad en remateSí', 'Antigüedad7 años', 'Ambientes5', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente', 'Mantenimiento1,000 MXN']"
