,House,Price,Ubication,Features
0,"Bonita Casa En Venta Ubicada En Mision De San Carlos, Queretaro","3,300,000","Boulevard Privada Juriquilla, Juriquilla, Querétaro, Querétaro","['no disponible', 'no disponible']"
1," ¡excelente Oportunidad! Casa En Venta, Muy Por Debajo Del Costo Comercial #","750,000","Cerro Loreto, Colinas Del Cimatario, Querétaro, Querétaro","['Superficie total200 m²', 'Superficie construida200 m²', 'Recámaras200', 'Baños3', 'Estacionamientos4', 'Es propiedad en remateSí', 'Antigüedad8 años', 'Ambientes1', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte']"
2," ¡excelente Oportunidad! Casa En Venta, Muy Por Debajo Del Costo Comercial #","699,000","C. Cerro Del Aguila 132, Santiago, Querétaro, Querétaro","['Superficie total230 m²', 'Superficie construida230 m²', 'Recámaras4', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad8 años', 'Ambientes1', 'Bodegas1', 'Cantidad de pisos3', 'Tipo de casaCasa', 'OrientaciónSur']"
3,"Hermosa Casa En Venta, Cerro Del Águila Querétaro As ","650,000","Hacienda De Chichimequillas, Villas Del Mesón, Querétaro, Querétaro","['Superficie total500 m²', 'Superficie construida500 m²', 'Recámaras5', 'Baños4', 'Estacionamientos4', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos1', 'Tipo de casaCasa', 'OrientaciónNorte']"
4,Venta De Casa En Querétaro Jg,"890,000","Calle Sta. Fe 45, Juriquilla, Querétaro, Querétaro","['Superficie total450 m²', 'Superficie construida400 m²', 'Recámaras4', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Cantidad de pisos2', 'Tipo de casaCasa']"
5,"Hermosa Casa En Venta, Santa Fe Querétaro As","708,500","Blvd. Jurica La Campana 1167, Jurica, Querétaro, Querétaro","['Superficie total150 m²', 'Superficie construida150 m²', 'Recámaras4', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte']"
6,Hermosa Casa En Venta Jurica La Campana Querétaro As,"750,000","Lago Chacamax 125, Juriquilla, Querétaro, Querétaro","['Superficie total375 m²', 'Superficie construida375 m²', 'Recámaras5', 'Baños4', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte']"
7,"Hermosa Casa En Venta, Lago Chacamax Queretaro","782,000","Lago De Chapala 132, Juriquilla, Querétaro, Querétaro","['Superficie total380 m²', 'Superficie construida350 m²', 'Recámaras4', 'Baños4', 'Estacionamientos3', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte']"
8,"Hermosa Casa En Venta, Lago Chapala Juriquilla As","700,000","Cerro Loreto, Colinas Del Cimatario, Querétaro, Querétaro","['Superficie total220 m²', 'Superficie construida217 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte']"
9,"Excelente Oportunidad Venta De Casa Ubicada En Colinas Del Cimatario, Querétaro","699,000","Cascada Del Encanto 200, Real De Juriquilla, Querétaro, Querétaro","['Superficie total230 m²', 'Superficie construida230 m²', 'Recámaras4', 'Baños2', 'Estacionamientos3', 'Es propiedad en remateSí', 'Antigüedad18 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos3', 'Tipo de casaCasa', 'OrientaciónPoniente']"
10,Casa En Venta En Fraccionamiento Real De Juriquilla,"3,350,000","Quetzal, Calesa, Querétaro, Querétaro","['Superficie total300 m²', 'Superficie construida170 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad12 años', 'Ambientes4', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte']"
11,"Bonita Casa En Venta Ubicada En Col Calesa, Querétaro","510,000","Boulevard Jurica La Campana, Juriquilla, Querétaro, Querétaro","['Superficie total175 m²', 'Superficie construida200 m²', 'Recámaras4', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad17 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónOriente']"
12,"Excelente Oportunidad Venta Preciosa Casa En Juriquilla, Querétaro","750,000","Lago Chacamax 110, Juriquilla, Querétaro, Querétaro","['Superficie total375 m²', 'Superficie construida375 m²', 'Recámaras5', 'Baños3', 'Estacionamientos4', 'Es propiedad en remateSí', 'Antigüedad15 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente']"
13,"Hermosa Casa En Venta, Lago Chacamax Juriquilla As","800,000","Avenida Valle De Araquil 100, Zibatá, Querétaro, Querétaro","['Superficie total700 m²', 'Superficie construida654 m²', 'Recámaras5', 'Baños4', 'Estacionamientos4', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte']"
14,Casa En Venta En Zibatá,"5,500,000","Querétaro, Querétaro","['Superficie total148.5 m²', 'Superficie construida245 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad6 años', 'Ambientes4', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte']"
15,Casa Familiar De 3 Habitaciones En El Mirador 23-2409lp~,"2,750,000","Claustros De La Catedral, Claustros De La Catedral, Querétaro, Querétaro","['Superficie total108 m²', 'Superficie construida112 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad1 años', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa']"
16,Casa En Venta  Residencial Claustros De La Catedral 3 Recamaras Roof Garden,"6,100,000","El Campanario, Querétaro, Querétaro","['Superficie total254 m²', 'Superficie construida0 m²', 'Recámaras3', 'Baños5', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad1 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola']"
17,El Campanario Casa De 4 Recamaras En Venta Qh2563,"25,000,000","Paseos Del Pedregal, Querétaro, Querétaro","['Superficie total839 m²', 'Superficie construida635 m²', 'Recámaras4', 'Baños4', 'Estacionamientos8', 'Es propiedad en remateNo', 'Antigüedad12 años', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa']"
