,House,Price,Ubication,Features
17,Linda Y Acogedora Casa Oportunidad  El Castaño Ii Santiago De Querétaro Querétaro México Gj-rl B,"350,000","El Pueblito, Centro, Querétaro, QuerétaroVer información de la zona","['Superficie total162 m²', 'Superficie construida222 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
18,Casa En Venta En El Pueblito Queretaro ,"573,000","Villas Del Mesón, Querétaro, QuerétaroVer información de la zona","['Superficie total60 m²', 'Superficie construida65 m²', 'Recámaras2', 'Baños1', 'Estacionamientos1', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes3', 'Bodegas0', 'Mantenimiento0 MXN']"
19,Rcv Casa Venta Juriquilla Villas Del Meson,"713,000","Lomas de Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total90 m²', 'Superficie construida60 m²', 'Recámaras2', 'Baños1', 'Estacionamientos1', 'Es propiedad en remateNo', 'Antigüedad14 años', 'Ambientes3', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
20,Rcv Casa Venta Lomas De Juriquilla,"990,000","Real De Juriquilla, Querétaro, Querétaro","['Superficie total108 m²', 'Superficie construida37 m²', 'Recámaras2', 'Baños1', 'Estacionamientos1', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes3', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
21,Real De Juriquilla Casa De 3 Recamaras En Venta Icom3105,"2,821,000","Juriquilla, Querétaro, Querétaro","['Superficie total145 m²', 'Superficie construida145 m²', 'Recámaras3', 'Baños2', 'Estacionamientos1', 'Es propiedad en remateNo', 'Antigüedad7 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento1 MXN']"
22,Casa En Venta Gran Preserve Juriquilla,"11,300,000","Balcones De Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total342 m²', 'Superficie construida342 m²', 'Recámaras4', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes2', 'Bodegas1', 'Cantidad de pisos3', 'Tipo de casaCasa', 'OrientaciónOriente']"
23," Vive En El Faro, Juriquilla: Tu Casa Ideal Te Espera!!!","4,550,000","Fraccionamiento Real Del Marqués, Real del Marques Residencial, Querétaro, QuerétaroVer información de la zona","['Superficie total1,000 m²', 'Superficie construida600 m²', 'Recámaras3', 'Baños4', 'Estacionamientos5', 'Es propiedad en remateNo', 'Antigüedad26 años', 'Ambientes8', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
24,Oportunidad De Inversion - Casa En  Fraccionamientpo Real Del Marques- Santiago Queretaro Crg,"6,450,000","Santiago De Querétaro, Centro, Querétaro, QuerétaroVer información de la zona","['Superficie total250 m²', 'Superficie construida231 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
25,Casa En Querétaro En Venta Eo,"3,500,000","Casa En Venta En Juriquilla Campestre, Real De Juriquilla (Diamante), Querétaro, Querétaro","['Superficie total305 m²', 'Superficie construida290 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad3 años', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
26,Casa En Venta En Juriquilla Campestre,"8,400,000","Circuito Club Campestre, Club Campestre De Querétaro, Querétaro, QuerétaroVer información de la zona","['Superficie total149 m²', 'Superficie construida190 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
27,"Casa En Venta En Club Campestre De Querétaro, Querétaro","980,000","Real De Juriquilla, Querétaro, Querétaro","['Superficie total354 m²', 'Superficie construida0 m²', 'Recámaras4', 'Baños3', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos3', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
28,"Casa Venta Real De Juriquilla, Prados","1,136,031","Av. Vista Hermosa 1120, Rancho Bellavista, Santiago De Querétaro, Bellavista, Querétaro, QuerétaroVer información de la zona","['Superficie total110 m²', 'Superficie construida180 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad5 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
29,Casa Economica En Queretaro. Maf,"5,550,000","Campanario, El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total95 m²', 'Superficie construida95 m²', 'Recámaras3', 'Baños2', 'Estacionamientos1', 'Es propiedad en remateSí', 'Antigüedad10 años', 'Ambientes1', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónPoniente']"
30,Casa En Venta En Fraccionamiento Campanario ,"18,000,000","Villas Del Mesón, Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total368 m²', 'Superficie construida0 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
31,Residencia De Alto Lujo Con Vista Al Lago Y Al Campo De Golf En Juriquilla,"4,100,000","Casa En Venta En Misión Concá, Misión De Conca, Querétaro, QuerétaroVer información de la zona","['Superficie total808 m²', 'Superficie construida552 m²', 'Recámaras4', 'Baños4', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad25 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
32,Casa En Venta En Misión Concá,"510,000","Campanario Norte, El Campanario, Querétaro, QuerétaroVer información de la zona","['Superficie total247 m²', 'Superficie construida207 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes7', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
33,Casa En Venta En Lomas Del Campanario Norte ,"52,500,000","Blvrd De Los Gobernadores 1002, Villas Del Cimatario, Monte Blanco Iii, Santiago De Querétaro, Villas Del Cimatario, Querétaro, QuerétaroVer información de la zona","['Superficie total140 m²', 'Superficie construida140 m²', 'Recámaras2', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad20 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento1 MXN']"
34,"Casa En Cimatario Queretaro, Monte Blanco, No Creditos Rh*","31,980,000","Casa En Venta En Los Robles Juriquilla, En San Isidro Juriquilla (maple), Querétaro, Querétaro","['Superficie total878 m²', 'Superficie construida1,519 m²', 'Recámaras3', 'Baños5', 'Estacionamientos0', 'Es propiedad en remateNo']"
35,"Casa En Venta En Los Robles Juriquilla, En San Isidro Juriquilla (maple)","8,480,000","C. Cerro De La Soledad 45, Candiles, Querétaro, QuerétaroVer información de la zona","['Superficie total1,137 m²', 'Superficie construida899 m²', 'Recámaras4', 'Baños4', 'Estacionamientos0', 'Es propiedad en remateNo', 'Antigüedad7 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaDúplex', 'OrientaciónNorte', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
36,Propiedad En Venta A A Precio Remate En Queretaro Mv,"11,000,000","Arroyo La Estancia, 112, Juriquilla, Querétaro, QuerétaroVer información de la zona","['Superficie total420 m²', 'Superficie construida0 m²', 'Recámaras3', 'Baños3', 'Estacionamientos3', 'Es propiedad en remateNo', 'Antigüedad5 años', 'Ambientes0', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de propiedadCasa sola', 'Mantenimiento2,200 MXN']"
37,"Moderna Casa En Venta, Renta O Renta Con Opción A Compra","2,556,000","Prol Hacienda La Venta 3, Valle De Los Olivos, San José De Los Olvera, San José, Querétaro, QuerétaroVer información de la zona","['Superficie total270 m²', 'Superficie construida333 m²', 'Recámaras4', 'Baños5', 'Estacionamientos3', 'Es propiedad en remateNo']"
38,Urgente Remato Casa En Queretaro,"14,500,000","Av Trenistas 441, San Antonio De La Punta, Querétaro, QuerétaroVer información de la zona","['Superficie total143 m²', 'Superficie construida200 m²', 'Recámaras4', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad15 años', 'Ambientes4', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónSur', 'Mantenimiento1,000 MXN']"
39,"Casa De Recuperación Bancaria En Av. Trenistas, San Antonio De La Punta, Querétaro, ¡no Créditos!","3,000,000","Jurica, Querétaro, QuerétaroVer información de la zona","['no disponible', 'no disponible']"
40,Casa Venta Jurica,"975,000","Puebla 8, Obrera, Querétaro, QuerétaroVer información de la zona","['Superficie total126 m²', 'Superficie construida0 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateNo', 'Antigüedad0 años', 'Ambientes0', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Tipo de propiedadCasa sola', 'Mantenimiento0 MXN']"
41,"Casa De Recuperación Bancaria, En Calle Puebla, Obrero San Pablo Querétaro. ¡no Créditos!","14,400,000","Prudencia Griffel 205, La Joya, Querétaro, QuerétaroVer información de la zona","['Superficie total100 m²', 'Superficie construida109 m²', 'Recámaras3', 'Baños3', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad9 años', 'Ambientes1', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónOriente', 'Mantenimiento122 MXN']"
42,"A1 Casa En Venta De Remate Adjudicada Entrega En Inmediata En Prudencia Griffel,  Col. La Joya Queretaro Qro.","14,500,000","Portal De Samaniego 501, Jardínes De Santiago, Querétaro, QuerétaroVer información de la zona","['Superficie total880 m²', 'Superficie construida509 m²', 'Recámaras4', 'Baños5', 'Estacionamientos4', 'Es propiedad en remateNo', 'Antigüedad20 años', 'Ambientes11', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
43,"Casa De Recuperación Bancaria, En Portal De Samaniego, Villas De Santiago, Querétaro. ¡no Créditos!","840,600",,"['no disponible', 'no disponible']"
44,,"470,000",,"['Superficie total156 m²', 'Superficie construida156 m²', 'Recámaras3', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad20 años', 'Ambientes1', 'Bodegas1', 'Cantidad de pisos1', 'OrientaciónNorte', 'Mantenimiento1 MXN']"
45,,"9,200,000",,"['Superficie total110 m²', 'Superficie construida130 m²', 'Recámaras4', 'Baños2', 'Estacionamientos2', 'Es propiedad en remateSí', 'Antigüedad15 años', 'Ambientes6', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento150 MXN']"
46,,"1,219,702",,"['Superficie total1,078 m²', 'Superficie construida380 m²', 'Recámaras4', 'Baños4', 'Estacionamientos5', 'Es propiedad en remateNo', 'Antigüedad32 años', 'Ambientes9', 'Bodegas0', 'Cantidad de pisos0', 'Tipo de casaCasa', 'OrientaciónNorte', 'Mantenimiento0 MXN']"
47,,"2,098,000",,"['Superficie total102 m²', 'Superficie construida120 m²', 'Recámaras3', 'Baños2', 'Estacionamientos0', 'Es propiedad en remateSí', 'Antigüedad15 años', 'Ambientes5', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónSur', 'Mantenimiento500 MXN']"
48,,"560,000",,"['Superficie total112 m²', 'Superficie construida179 m²', 'Recámaras3', 'Baños2', 'Estacionamientos1', 'Es propiedad en remateSí', 'Antigüedad16 años', 'Ambientes2', 'Bodegas1', 'Cantidad de pisos2', 'Tipo de casaCasa', 'Mantenimiento0 MXN']"
49,,,,"['Superficie total86 m²', 'Superficie construida65 m²', 'Recámaras2', 'Baños1', 'Estacionamientos1', 'Es propiedad en remateSí', 'Antigüedad15 años', 'Ambientes5', 'Bodegas0', 'Cantidad de pisos2', 'Tipo de casaCasa', 'OrientaciónSur', 'Mantenimiento150 MXN']"
